見出し,電話,ファックス,住所,開館時間,休館日,催し名,区分,開催日,場所,対象,定員,費用,申込,備考
県立近代美術館,073-436-8690　,073-436-1337 ,〒640-8137　和歌山市吹上1-4-14,9:30～17:00（入館は16:30まで）,休館／月曜（祝日の場合次の平日）,企画展「現代版画の展開」,展示,～3月26日,,,,一般510円　学生300円,,65歳以上、障害者、高校生以下、外国人留学生などは入場無料
県立近代美術館,073-436-8690　,073-436-1337 ,〒640-8137　和歌山市吹上1-4-14,9:30～17:00（入館は16:30まで）,休館／月曜（祝日の場合次の平日）,コレクション展2017－春 特集「群像－交錯する声」,展示,～5月7日,,,,一般510円　学生301円,,65歳以上、障害者、高校生以下、外国人留学生などは入場無料
県立博物館,073-436-8670　,073-423-2467 ,〒640-8137　和歌山市吹上1-4-14,9:30～17:00（入館は16:30まで）,休館／月曜（祝日の場合次の平日）,企画展「躍動する紀南武士－安宅氏と小山氏－」,展示,～4月16日,,,,,,65歳以上、障害者、高校生以下、外国人留学生などは入場無料
県立博物館,073-436-8671　,073-423-2468,〒640-8137　和歌山市吹上1-4-15,9:30～17:00（入館は16:31まで）,休館／月曜（祝日の場合次の平日）,特別展「東照宮の文化財Ⅱ　没後400年家康の遺宝」,,4月22日～6月4日,,,,,,66歳以上、障害者、高校生以下、外国人留学生などは入場無料
県立紀伊風土記の丘,073-471-6123　,073-471-6120 ,〒640-8301　和歌山市岩橋1411,9:00～16:30（入館は16:00まで）,休館／月曜（祝日の場合次の平日）,春期企画展「古代のアクセサリー」,展示,～5月14日,,,,,,65歳以上、障害者、高校生以下、外国人留学生などは入場無料
県立紀伊風土記の丘,073-471-6123　,073-471-6120 ,〒640-8301　和歌山市岩橋1411,9:00～16:30（入館は16:00まで）,休館／月曜（祝日の場合次の平日）,第8回HANI-1選手権（ハニワづくり）,イベント,4月9・16・23・30日、5月14・28日、6月11日13:30?,,小学生以上,各40人（先着順）,350円,,65歳以上、障害者、高校生以下、外国人留学生などは入場無料
県立紀伊風土記の丘,073-471-6123　,073-471-6120 ,〒640-8301　和歌山市岩橋1411,9:00～16:30（入館は16:00まで）,休館／月曜（祝日の場合次の平日）,風土記講座（1）春期企画展展示解説,イベント,4月15日13:30?15:30,,小学生以上,30人（先着順）,,,65歳以上、障害者、高校生以下、外国人留学生などは入場無料
県立紀伊風土記の丘,073-471-6124　,073-471-6121,〒640-8301　和歌山市岩橋1412,9:00～16:30（入館は16:01まで）,休館／月曜（祝日の場合次の平日）,民家ガイド「重要文化財旧柳川家住宅・旧谷山家住宅」,イベント,4月22日13:30?15:30,,小学生以上,30人（先着順）,,4月7日13:00?,66歳以上、障害者、高校生以下、外国人留学生などは入場無料
県立紀伊風土記の丘,073-471-6124　,073-471-6121,〒640-8301　和歌山市岩橋1412,9:00～16:30（入館は16:01まで）,休館／月曜（祝日の場合次の平日）,ボランティア養成講座,イベント,5月13・27日、6月3・17日13:30?15:30,,18歳以上,各30人（先着順）,,4月26日13:00?,67歳以上、障害者、高校生以下、外国人留学生などは入場無料
県立自然博物館,073-483-1777　,073-483-2721,〒642-0001　海南市船尾370-1,9:30～17:00（入館は16:30まで）,休館／月曜（祝日の場合次の平日）,磯の生物観察会,イベント,5月14日11:00～14:00,名田海岸（御坊市）,小学生以上（小学4年生以下は保護者同伴）,60人（抽選）,,4月30日まで,65歳以上、障害者、高校生以下、外国人留学生などは入場無料
県立自然博物館,073-483-1777　,073-483-2721,〒642-0001　海南市船尾370-1,9:30～17:00（入館は16:30まで）,休館／月曜（祝日の場合次の平日）,月刊クイズで楽しむ自然博物館！！ ,イベント,開館日に実施,,,,,,65歳以上、障害者、高校生以下、外国人留学生などは入場無料
片男波公園万葉館,073-446-5553　,073-446-5554,〒641-0022　 和歌山市和歌浦南3-1700,9:00～17:00 （入館は16:30まで）,,企画展「万葉日本画展」,イベント,前期】4月5日～6月5日,,,,,,入場無料
片男波公園万葉館,073-446-5553　,073-446-5554,〒641-0022　 和歌山市和歌浦南3-1700,9:00～17:00 （入館は16:30まで）,,日曜体験教室「母の日企画　フラワーアレンジメントカーネーションのフラワーバスケット」,イベント,4月30日13:30～15:30,,小学生以上(小学生は保護者同伴),20人（先着順）,"1,600円",事前申込,入場無料
片男波公園万葉館,073-446-5553　,073-446-5554,〒641-0022　 和歌山市和歌浦南3-1700,9:00～17:00 （入館は16:30まで）,,「母の日企画　チョークアート～カーネーション」,イベント,5月7日10:00～12:00,,小学生以上(小学生は保護者同伴),各15人（先着順）,"1,500円",事前申込,入場無料
県植物公園緑花センター,0736-62-4029　,0736-63-2570 ,〒649-6211　岩出市東坂本672,9:00～17:00（入館は16:30まで）,休館／火曜（祝日の場合次の平日）,春の洋ラン展,展示,4月14?16日,,,,,,入場無料※3月28日・4月4日(火）は、開園します。
県植物公園緑花センター,0736-62-4029　,0736-63-2570 ,〒649-6211　岩出市東坂本672,9:00～17:00（入館は16:30まで）,休館／火曜（祝日の場合次の平日）,古典植物と山野草展,展示,4月29・30日,,,,,,入場無料※3月28日・4月4日(火）は、開園します。
県植物公園緑花センター,0736-62-4029　,0736-63-2570 ,〒649-6211　岩出市東坂本672,9:00～17:00（入館は16:30まで）,休館／火曜（祝日の場合次の平日）,緑風盆栽会・盆栽展,展示,5月3?5日,,,,,,入場無料※3月28日・4月4日(火）は、開園します。
県植物公園緑花センター,0736-62-4029　,0736-63-2570 ,〒649-6211　岩出市東坂本672,9:00～17:00（入館は16:30まで）,休館／火曜（祝日の場合次の平日）,シャボテン・多肉植物品評会,展示,5月3?7日,,,,,,入場無料※3月28日・4月4日(火）は、開園します。
県動物愛護センター,073-489-6500　,073-489-6504 ,〒640-1251　紀美野町国木原372,10:00～17:00　,休館／火曜,犬・猫の飼い方講習会及び譲渡会,イベント,4月3・9・23日、5月1・14・28日11:00～,,,,"※譲渡を受けるには受講と、犬については狂犬病予防注射代2,640円が必要です。",,入場無料
県動物愛護センター,073-489-6501　,073-489-6505,〒640-1251　紀美野町国木原373,10:00～17:01　,休館／火曜,わうフェスタ in ゴールデンウィーク犬の散歩体験、動物とのふれあい、動物○×クイズ、紙芝居など ,,5月3・4・5日10:00～17:00,,,,,,入場無料
